,media,mediana,desvio_padrao,variancia,assimetria_skewness,curtose_kurtosis
temperature_2m,12.820564516129032,12.8,4.957281220263199,24.57463709677419,0.1349906510576979,0.024536194967467395
relative_humidity_2m,84.42338709677419,89.0,12.884288483398697,166.00488972344027,-0.8249060035502938,-0.3706971458082191
wind_speed_10m,14.343682795698927,13.3,7.752675074216593,60.10397080637926,0.8504117907987686,0.6551389301557364
shortwave_radiation,84.92876344086021,0.0,144.87983243774912,20990.16584719026,1.872475915808105,2.6316048970033648
