time,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,temperature_2m_media_movel_24h,relative_humidity_2m_media_movel_24h,wind_speed_10m_media_movel_24h,shortwave_radiation_media_movel_24h,indice_calor_c
2026-07-05 13:00:00,11.9,76,16.4,252.0,9.5625,86.75,11.066666666666668,56.208333333333336,11.9
2026-07-05 14:00:00,11.5,79,9.1,86.0,9.629166666666666,86.83333333333333,10.941666666666668,49.75,11.500000000000002
2026-07-05 15:00:00,11.1,87,5.5,61.0,9.641666666666667,87.25,10.6875,44.125,11.099999999999998
2026-07-05 16:00:00,11.0,90,6.3,55.0,9.65,87.75,10.554166666666667,40.416666666666664,10.999999999999998
2026-07-05 17:00:00,10.8,91,8.9,36.0,9.666666666666666,88.125,10.591666666666667,39.333333333333336,10.799999999999999
2026-07-05 18:00:00,10.3,94,8.5,5.0,9.6875,88.45833333333333,10.4875,39.208333333333336,10.299999999999999
2026-07-05 19:00:00,10.3,96,7.4,0.0,9.7125,88.875,10.420833333333333,39.208333333333336,10.299999999999999
2026-07-05 20:00:00,10.2,96,6.1,0.0,9.737499999999999,89.25,10.320833333333335,39.208333333333336,10.2
2026-07-05 21:00:00,10.9,95,7.7,0.0,9.795833333333333,89.625,10.258333333333333,39.208333333333336,10.900000000000002
2026-07-05 22:00:00,10.8,95,5.4,0.0,9.887500000000001,89.83333333333333,10.120833333333334,39.208333333333336,10.799999999999999
2026-07-05 23:00:00,10.7,96,5.0,0.0,9.970833333333333,90.125,9.995833333333334,39.208333333333336,10.699999999999998
2026-07-06 00:00:00,10.6,97,7.7,0.0,10.0375,90.54166666666667,9.904166666666667,39.208333333333336,10.6
2026-07-06 01:00:00,10.5,97,8.7,0.0,10.104166666666666,90.91666666666667,9.866666666666667,39.208333333333336,10.5
2026-07-06 02:00:00,10.1,98,11.4,0.0,10.15,91.29166666666667,9.866666666666665,39.208333333333336,10.100000000000001
2026-07-06 03:00:00,9.7,98,12.3,0.0,10.175,91.54166666666667,9.929166666666665,39.208333333333336,9.700000000000001
2026-07-06 04:00:00,9.4,98,15.1,0.0,10.183333333333334,91.83333333333333,10.120833333333332,39.208333333333336,9.4
2026-07-06 05:00:00,8.7,99,15.6,0.0,10.174999999999999,92.08333333333333,10.3875,39.208333333333336,8.699999999999998
2026-07-06 06:00:00,8.5,99,20.2,0.0,10.166666666666666,92.29166666666667,10.804166666666667,39.208333333333336,8.499999999999998
2026-07-06 07:00:00,7.9,98,19.3,0.0,10.125,92.5,11.120833333333332,39.208333333333336,7.8999999999999995
2026-07-06 08:00:00,7.8,97,15.1,2.0,10.075,92.625,11.3125,39.208333333333336,7.799999999999999
2026-07-06 09:00:00,8.0,95,18.4,49.0,10.0375,92.66666666666667,11.649999999999999,40.375,8.0
2026-07-06 10:00:00,8.0,91,18.3,121.0,9.983333333333333,92.75,11.729166666666666,43.666666666666664,8.0
2026-07-06 11:00:00,8.5,79,18.8,278.0,9.929166666666665,92.5,11.850000000000001,50.291666666666664,8.499999999999998
2026-07-06 12:00:00,8.1,76,17.5,188.0,9.804166666666667,92.375,11.862499999999999,47.208333333333336,8.1
2026-07-06 13:00:00,8.9,68,18.9,277.0,9.679166666666665,92.04166666666667,11.966666666666667,48.25,8.900000000000002
2026-07-06 14:00:00,9.5,63,20.2,283.0,9.595833333333333,91.375,12.429166666666665,56.458333333333336,9.5
2026-07-06 15:00:00,9.6,65,19.4,267.0,9.533333333333333,90.45833333333333,13.008333333333333,65.04166666666667,9.600000000000001
2026-07-06 16:00:00,9.1,67,18.1,253.0,9.454166666666667,89.5,13.5,73.29166666666667,9.099999999999998
2026-07-06 17:00:00,8.6,68,16.0,98.0,9.362499999999999,88.54166666666667,13.795833333333333,75.875,8.599999999999998
2026-07-06 18:00:00,8.0,71,11.5,20.0,9.266666666666667,87.58333333333333,13.920833333333333,76.5,8.0
2026-07-06 19:00:00,6.7,77,11.1,0.0,9.116666666666665,86.79166666666667,14.075000000000001,76.5,6.700000000000001
2026-07-06 20:00:00,5.9,81,12.4,0.0,8.9375,86.16666666666667,14.337499999999999,76.5,5.900000000000002
2026-07-06 21:00:00,4.8,83,12.4,0.0,8.683333333333334,85.66666666666667,14.533333333333333,76.5,4.800000000000001
2026-07-06 22:00:00,4.3,84,11.3,0.0,8.4125,85.20833333333333,14.779166666666669,76.5,4.300000000000001
2026-07-06 23:00:00,4.0,85,10.8,0.0,8.133333333333333,84.75,15.020833333333334,76.5,4.000000000000002
2026-07-07 00:00:00,3.9,85,12.5,0.0,7.854166666666667,84.25,15.220833333333331,76.5,3.9000000000000017
2026-07-07 01:00:00,4.1,85,14.5,0.0,7.5874999999999995,83.75,15.462499999999999,76.5,4.100000000000001
2026-07-07 02:00:00,4.4,84,18.0,0.0,7.3500000000000005,83.16666666666667,15.737499999999999,76.5,4.400000000000001
2026-07-07 03:00:00,4.3,83,21.0,0.0,7.125,82.54166666666667,16.099999999999998,76.5,4.300000000000001
2026-07-07 04:00:00,4.5,81,21.3,0.0,6.920833333333333,81.83333333333333,16.35833333333333,76.5,4.500000000000001
2026-07-07 05:00:00,4.4,81,20.3,0.0,6.741666666666667,81.08333333333333,16.554166666666667,76.5,4.400000000000001
2026-07-07 06:00:00,4.1,83,19.5,0.0,6.558333333333334,80.41666666666667,16.525000000000002,76.5,4.100000000000001
2026-07-07 07:00:00,3.8,84,18.9,0.0,6.387499999999999,79.83333333333333,16.508333333333333,76.5,3.799999999999998
2026-07-07 08:00:00,3.8,84,18.9,6.0,6.220833333333334,79.29166666666667,16.666666666666668,76.66666666666667,3.799999999999998
2026-07-07 09:00:00,5.4,80,15.2,121.0,6.112500000000001,78.66666666666667,16.533333333333335,79.66666666666667,5.3999999999999995
2026-07-07 10:00:00,7.5,73,17.0,295.0,6.091666666666668,77.91666666666667,16.479166666666668,86.91666666666667,7.5
2026-07-07 11:00:00,9.2,67,18.8,444.0,6.120833333333334,77.41666666666667,16.479166666666668,93.83333333333333,9.200000000000001
