time,Temperatura_C,Umidade_Relativa_%,Velocidade_Vento_kmh,Radiacao_Solar_Wm2,Temperatura_C_MM24h,Umidade_Relativa_%_MM24h,Velocidade_Vento_kmh_MM24h,Radiacao_Solar_Wm2_MM24h,Indice_Calor_C
2026-06-20 23:00:00,6.4,90,11.1,0.0,7.595833333333334,87.33333333333333,6.945833333333333,116.41666666666667,6.4
2026-06-21 00:00:00,6.1,91,12.6,0.0,7.529166666666668,87.08333333333333,7.291666666666667,116.41666666666667,6.1
2026-06-21 01:00:00,6.0,91,11.1,0.0,7.487500000000001,86.79166666666667,7.575,116.41666666666667,6.0
2026-06-21 02:00:00,5.2,93,5.6,0.0,7.449999999999999,86.5,7.6499999999999995,116.41666666666667,5.2
2026-06-21 03:00:00,4.3,95,4.5,0.0,7.404166666666668,86.29166666666667,7.604166666666667,116.41666666666667,4.3
2026-06-21 04:00:00,4.1,96,8.2,0.0,7.383333333333333,86.125,7.6875,116.41666666666667,4.1
2026-06-21 05:00:00,3.9,96,6.6,0.0,7.375,85.95833333333333,7.745833333333333,116.41666666666667,3.9
2026-06-21 06:00:00,3.6,96,5.9,0.0,7.366666666666667,85.79166666666667,7.779166666666666,116.41666666666667,3.6
2026-06-21 07:00:00,3.8,96,8.1,0.0,7.358333333333334,85.70833333333333,7.866666666666666,116.41666666666667,3.8
2026-06-21 08:00:00,4.0,96,8.3,4.0,7.345833333333334,85.625,7.904166666666666,116.45833333333333,4.0
2026-06-21 09:00:00,5.7,95,8.9,103.0,7.420833333333333,85.58333333333333,7.987500000000001,118.04166666666667,5.7
2026-06-21 10:00:00,8.5,90,4.3,262.0,7.533333333333334,85.5,7.854166666666667,122.41666666666667,8.5
2026-06-21 11:00:00,11.2,83,3.6,429.0,7.679166666666666,85.20833333333333,7.670833333333333,129.58333333333334,11.2
2026-06-21 12:00:00,13.1,76,5.0,501.0,7.804166666666666,85.08333333333333,7.541666666666667,134.25,13.1
2026-06-21 13:00:00,14.3,67,5.6,554.0,7.929166666666667,85.0,7.4750000000000005,137.04166666666666,14.3
2026-06-21 14:00:00,14.6,64,5.0,346.0,8.045833333333333,84.875,7.370833333333334,131.625,14.6
2026-06-21 15:00:00,15.1,60,3.8,293.0,8.145833333333332,84.625,7.320833333333333,126.45833333333333,15.1
2026-06-21 16:00:00,15.0,61,4.0,225.0,8.245833333333332,84.41666666666667,7.329166666666666,122.29166666666667,15.0
2026-06-21 17:00:00,14.2,70,3.9,150.0,8.3375,84.45833333333333,7.2250000000000005,120.95833333333333,14.2
2026-06-21 18:00:00,13.1,75,6.2,9.0,8.475,84.20833333333333,7.229166666666667,119.83333333333333,13.1
2026-06-21 19:00:00,12.6,75,10.0,0.0,8.633333333333333,83.83333333333333,7.229166666666667,119.83333333333333,12.6
2026-06-21 20:00:00,12.2,75,11.7,0.0,8.8,83.5,7.291666666666667,119.83333333333333,12.2
2026-06-21 21:00:00,11.7,82,11.3,0.0,8.979166666666666,83.375,7.316666666666667,119.83333333333333,11.7
2026-06-21 22:00:00,11.2,88,13.2,0.0,9.1625,83.375,7.4375,119.83333333333333,11.2
2026-06-21 23:00:00,10.8,92,13.7,0.0,9.345833333333333,83.45833333333333,7.545833333333333,119.83333333333333,10.8
2026-06-22 00:00:00,10.6,94,9.9,0.0,9.533333333333333,83.58333333333333,7.433333333333334,119.83333333333333,10.6
2026-06-22 01:00:00,10.5,95,9.0,0.0,9.720833333333333,83.75,7.345833333333334,119.83333333333333,10.5
2026-06-22 02:00:00,10.3,95,9.6,0.0,9.933333333333334,83.83333333333333,7.512499999999999,119.83333333333333,10.3
2026-06-22 03:00:00,10.0,97,12.0,0.0,10.170833333333333,83.91666666666667,7.824999999999999,119.83333333333333,10.0
